"Year","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"Electricity 
consumed 
(kWh)","3,469,056","3,394,615","3,326,832","3,186,493","2,986,255","2,652,430","2,776,030","2,716,586","2,787,039","3,037,216"
